PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,loan_default
0.43768001877311097,-0.8757207362414997,-1.0264392552220196,1.3959060569694621,0.0734846947414472,0.408481626395191,0.10989346572612556,-1.8977794882268155,0
1.2490105659676152,-0.765521704764232,1.2095549548583342,0.9027631503114055,0.8621464060658012,1.6565967404584658,-0.5610189649805374,-0.15316303687322894,0
-0.12334170758762397,-0.014095684798454607,-2.2403488233660034,-0.9464910287275163,1.6217783115484345,-1.1889530621695508,-0.579673370378295,-0.34084329042014616,1
-0.48476635960110126,0.37957243240135485,-1.466821623746052,-1.1867292655383186,2.496216196792238,-0.07827133460773808,1.0101733115622586,1.5118036012169962,0
-1.912583959596357,0.9390225548183614,1.5513012033771314,-0.2724460594276382,-0.6700364447376772,-0.5342719003797494,0.19047393936902465,1.1607585406354195,0
0.3817183598306623,-0.07223096484992654,-0.011912400296338091,-3.183722236120568,0.171973507205705,0.548761360347436,-0.548762642739035,-0.7797432626981925,0
5.654041564744031,1.1860483388436687,2.2386544846774092,3.9366698636487767,0.060479278078443825,-1.0331494243938926,1.572669289792283,-0.20566688849287285,0
2.0569918392483286,-0.47943621460732133,0.6592481367984214,-0.05969253895473104,0.002161823132096793,0.13072081823601614,0.9391465471666284,-0.05048566481201415,0
-0.8318924424915655,-0.538137921981501,-0.501177183812719,-1.848942685788226,0.8521616841148383,0.08800144482638192,-0.9021429354230937,1.2587652212548321,0
-1.8644524904563857,0.45252288774080646,0.9443614421904578,-0.15535297920182836,0.6832239276250348,1.523139656126099,0.5004694619400916,-0.6022666116012814,0
-0.17593125964885076,0.3813189025719219,-0.7396436612659837,1.7137005989986858,-0.7746911233148583,0.6206076371768253,0.4437957919404752,0.9563758447927405,0
-0.3137916585389495,-0.2318515807292327,0.11110484459593639,2.8426894945827073,0.13499850347923895,1.5740353846748745,-0.26228126961073694,0.25660158237718056,0
0.7885798616021299,-0.9945822040465822,-0.07854878514977498,0.11592273142075982,-0.15268489632259968,-0.017193754217857963,0.14009500381020565,-0.4265734218788201,0
0.015415835194082812,-0.36897950340637947,-0.5615629895593491,-0.999543091015216,-1.3775514159962807,0.6804874837432706,-1.2351056631265758,-0.07178812465236585,0
-0.09947028171817245,0.7174973994373725,0.43746656250020294,-1.421889913626738,-1.6657729789052842,-0.45400059346868393,-1.1818413154656089,0.6173585510570289,0
0.22818726021098826,-0.3964603422177079,0.059523812988221826,0.21795193797998452,0.5882263329447299,0.7017667358883832,-0.9500642796635032,0.4545170959895773,0
-0.05289700137456711,-0.3698165792670892,-2.1495142062933477,0.010397605231606915,1.587902718105967,-0.5060920481052548,-2.4567557482787894,0.610651529990754,1
-3.01043086102452,0.5816630499590836,-1.0632270373552442,-0.032354906456019746,-1.5491980156651748,0.33792383257652997,1.770659786332884,0.1463764411702032,0
0.5398833743716046,-0.9465968081380094,1.7821716521036248,-2.1388480108471084,-1.541671057194345,-0.5574906979187693,-0.5577207797389139,0.5036163889334386,0
-2.6954097043629175,3.128407537347213,-0.34034206595740696,0.3991219665948637,-1.116803939892847,-0.5592537507695416,-0.8494554197750683,0.9468698677992228,0
-0.8614126614616048,1.403967064574657,0.08908898656572184,0.7737787157951679,0.3497414139809235,-1.947128622792774,1.0683630713529468,-0.5184711668366739,0
6.6655565942582555,2.5778265730155057,0.2851410147593298,0.8778063569577913,0.3117419495724981,-1.166748872469218,-0.6116555157702088,0.542814467555805,0
-0.18037361886001566,1.374414738952673,0.43341877577147186,-0.03350256035970119,0.9878688561911201,-0.33306711965732677,-0.2289408626817778,1.3910601515873784,0
-0.4774920112702138,-0.13716362826730658,-0.642196316791789,-0.18097376627907583,0.3606444256906973,1.6123112406089133,-2.0834172141337697,-1.0220678281903266,0
0.9082966247446151,0.09975491945180694,1.0288261891384092,0.7773757023317756,-1.0985639958846312,0.11863419802774486,0.7031511838695613,2.5508421764412654,0
0.12002108862776407,1.2752620125465721,1.6241290752348714,-0.22968762893118555,-0.25425037311872145,-0.7536413627186616,-0.5347616568952548,-1.6322109683670323,0
0.22586382008146014,-0.028854106454065918,-0.8523802313165969,0.17610055352767573,-0.2518311842970417,-1.0231639747989403,-1.784528171762339,0.1123482040177871,0
1.0368541822915562,-0.1972119426409369,-0.5082694948484605,-0.688189052258962,-0.7765048890945047,-0.697170001879204,0.2701724403367846,-1.6866045778512428,0
4.207887129620026,0.4100282095734448,0.2012469807499489,-0.06193460017011541,-1.3401716671831467,-0.4563978614001358,0.32378837818912526,1.3948142068327143,0
-0.30488317634612,-0.08897752806564337,1.0124015356536054,-2.6101234141917895,0.9036254894477034,0.5409129415337287,0.07629125674180119,1.9652304866677341,0
-0.08965775274418498,0.11434633847829671,0.4253397914010139,0.8791400443896601,1.9379032427226273,-0.5465783654721521,-1.239891868093478,1.2235191894998727,0
-1.8426757925799735,0.8538206057046738,-0.7142162610734,0.1629902144829702,0.3324020728015713,0.390781839671945,0.027561077699511966,0.030316617549198812,1
0.40384791342713816,-0.352556328517829,0.9003616061418631,0.4211204885676508,-0.4594366709126205,-0.7566330610633972,0.18834749229323736,1.0691955529661978,0
-0.7389643056924295,-0.8392251670473592,0.07727772089062553,-0.4094078046955551,-0.7650133382132625,2.111596974666621,-0.4008263115649246,-0.01631296350555177,0
-0.03647610169624865,-1.3598762363847925,-0.11163910605111108,-0.7502190718504788,-0.7968745662413613,-0.18037878257791026,1.2404820496685331,-0.7626365318575125,0
0.0773012152336604,-0.7315799427579908,0.43289325085425706,-0.5541907315308106,-2.1945382916159883,2.5054851561755496,0.7503875712477908,0.7427187773010266,0
1.4667657454569507,-0.5645756837802476,0.19454072081940352,0.5847271560107334,-2.5657823097146903,0.7521623429406593,1.827148818676161,-1.2522128566124675,0
3.280184924679314,2.4633880242811608,-3.6282142283824053,-2.849559088180972,-2.4189436246796365,-0.0780934961724323,-0.5748085420803848,-1.647074819461447,1
-1.5401437568570493,-0.002055375712966359,1.0209550523206126,0.05271163474607707,-2.165583828082566,1.9421251081603197,0.1401211512890559,0.021820634982788644,0
-1.1372745875427415,3.1109845858215666,1.3104052228311631,-0.107228076658174,1.1912334480701798,0.1319927151863671,0.3259072915364214,2.160562826838747,0
-1.1517143451385061,-0.5437018430456431,-0.2511991065212182,0.5233258498443195,1.2116195874892295,1.9748720516003633,0.862044195548124,0.2630494238887202,1
-1.3482921871441902,-0.4318569591029803,-0.5190295666035307,-1.0853356807029295,1.739732077715492,-0.5821545430779358,-1.10325398615333,0.4849423238835573,0
-0.5775343257637796,-1.1176102070531404,0.19917677076408938,0.6988603079709889,0.0910631974712988,0.14998466486909198,-0.4286246689488513,-0.09422935126953334,0
-1.034114364584163,-1.0027703628246871,0.372876608838877,1.3575655611663948,0.9308354341560935,0.8162143466537357,-0.7037131673971483,1.0423638842724576,0
4.730370992799156,0.09455176325486785,0.60280979250686,3.514936657164164,-1.4722218582226427,1.0822876472807628,-0.9499471649985052,-0.2282656880847765,0
0.24587766046339274,-0.899188708632462,0.752179321827981,1.2911337644623846,-1.7804968446980014,1.0581538177519636,0.07541407649963387,-0.8534092193790854,0
-1.9644320403915252,-0.20929316755316765,0.4563042803601294,-0.407319861421232,0.4943193418304371,-1.4349542809339957,-1.8668609343223124,-0.6039989838488036,1
